#locus_id	chrom	start	end	strand	genome_build	l1_family	cancer_type	n_samples_detected	coordinate_confidence
L1SOI-chr2-193146542-193146543--	chr2	193146542	193146543	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-080382259-080382265--	chr3	80382259	80382265	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-037090488-037090588--	chr4	37090488	37090588	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-013465431-013465432-+	chr7	13465431	13465432	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-137519019-137519020-+	chr2	137519019	137519020	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr21-017219866-017219867-+	chr21	17219866	17219867	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-120319445-120319446--	chr6	120319445	120319446	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-065335737-065335738--	chr8	65335737	65335738	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-059862820-059862821-unknown	chr12	59862820	59862821	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-188798129-188798130--	chr1	188798129	188798130	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-103339536-103339537--	chr11	103339536	103339537	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-169171583-169171584--	chr3	169171583	169171584	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-155776280-155776309--	chr4	155776280	155776309	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-162140616-162140617-+	chr6	162140616	162140617	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-154255524-154255525-+	chr6	154255524	154255525	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-003657475-003657476-unknown	chr8	3657475	3657476	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-005226068-005226074-+	chrX	5226068	5226074	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-062449392-062449393--	chr12	62449392	62449393	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-101843526-101843527--	chr13	101843526	101843527	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr14-045213096-045213097-+	chr14	45213096	45213097	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-043932680-043932681--	chr4	43932680	43932681	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-181195718-181195719-+	chr4	181195718	181195719	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-189509407-189509408--	chr4	189509407	189509408	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-083237712-083237713--	chr7	83237712	83237713	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-136080645-136080646-+	chr4	136080645	136080646	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-045406167-045406168-unknown	chr5	45406167	45406168	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-115408055-115408056--	chr8	115408055	115408056	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-165304311-165304312--	chr1	165304311	165304312	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-196772363-196772364--	chr2	196772363	196772364	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-025961695-025961696--	chr5	25961695	25961696	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-103992570-103992571--	chr6	103992570	103992571	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-004686754-004686756--	chr8	4686754	4686756	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-027145263-027145264-+	chr9	27145263	27145264	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-106704173-106704174-+	chr9	106704173	106704174	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-098222736-098222737-+	chr15	98222736	98222737	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-127721912-127721916-+	chr4	127721912	127721916	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-099803548-099803549--	chr5	99803548	99803549	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-055179325-055179326-+	chr8	55179325	55179326	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-125632561-125632562--	chrX	125632561	125632562	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-127682310-127682311--	chr4	127682310	127682311	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-083202483-083202484--	chr10	83202483	83202484	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-035416002-035416003--	chr2	35416002	35416003	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-084328302-084328303--	chr2	84328302	84328303	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-082550627-082550628--	chr16	82550627	82550628	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-074533885-074533886--	chr6	74533885	74533886	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-073550885-073550887--	chr12	73550885	73550887	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-060227589-060227590-+	chr13	60227589	60227590	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-097389245-097389246-+	chr13	97389245	97389246	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-028980596-028980597--	chr5	28980596	28980597	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-131104366-131104367-+	chr6	131104366	131104367	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-079920278-079920279-+	chr8	79920278	79920279	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-017122010-017122011-+	chr12	17122010	17122011	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-188106200-188106201-+	chr2	188106200	188106201	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-000100315-000100316--	chr5	100315	100316	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-140573584-140573585-+	chr6	140573584	140573585	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-014345431-014345432-+	chr4	14345431	14345432	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-091799459-091799460-+	chr5	91799459	91799460	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-174670496-174670499--	chr1	174670496	174670499	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-103566100-103566101-+	chr11	103566100	103566101	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-049156946-049156947--	chr2	49156946	49156947	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-063090635-063090636--	chr8	63090635	63090636	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr14-029337039-029337040--	chr14	29337039	29337040	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-062450675-062450676-+	chr3	62450675	62450676	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-084825251-084825254--	chr4	84825251	84825254	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-109182235-109182236-+	chr11	109182235	109182236	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-041310398-041310399-+	chr12	41310398	41310399	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-066139855-066139856--	chr13	66139855	66139856	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-072485590-072485591-+	chr13	72485590	72485591	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-019278482-019278483--	chr3	19278482	19278483	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-051572931-051572932-unknown	chr6	51572931	51572932	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-109649645-109649646--	chr7	109649645	109649646	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-072719589-072719590-+	chr2	72719589	72719590	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-088666987-088666988--	chr2	88666987	88666988	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-010948360-010948361-+	chr9	10948360	10948361	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-030465917-030465918-+	chr5	30465917	30465918	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-216307419-216307420-+	chr1	216307419	216307420	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-068349936-068349940--	chr10	68349936	68349940	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-084318962-084318963-+	chr11	84318962	84318963	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-008804423-008804426-+	chr12	8804423	8804426	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-056684654-056684655--	chr13	56684654	56684655	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-135998987-135998988--	chr5	135998987	135998988	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-085591834-085591835--	chr7	85591834	85591835	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-101624262-101624264--	chr9	101624262	101624264	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-038375162-038375163-+	chr11	38375162	38375163	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-087586839-087586859--	chr11	87586839	87586859	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-003855081-003855082-+	chr2	3855081	3855082	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-129094079-129094080--	chr4	129094079	129094080	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-125089971-125089972--	chr7	125089971	125089972	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-021118603-021118604-+	chr4	21118603	21118604	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-187469744-187469745-+	chr4	187469744	187469745	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-078055582-078055583--	chr6	78055582	78055583	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-063490666-063490684-+	chr8	63490666	63490684	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-044797035-044797036--	chr9	44797035	44797036	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-091697936-091697937-+	chr1	91697936	91697937	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-097233133-097233136--	chr11	97233133	97233136	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-119607141-119607142-+	chr12	119607141	119607142	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-020878233-020878234-unknown	chr15	20878233	20878234	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-026906348-026906349-+	chr16	26906348	26906349	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-027327683-027327684-+	chr18	27327683	27327684	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-188068549-188068550--	chr2	188068549	188068550	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-184629795-184629796--	chr3	184629795	184629796	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-028725681-028725682-+	chr4	28725681	28725682	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-131910453-131910454--	chr4	131910453	131910454	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-114139484-114139485-+	chr7	114139484	114139485	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-114249956-114249957--	chr7	114249956	114249957	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-147585178-147585179-+	chr7	147585178	147585179	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-147632153-147632158-+	chr7	147632153	147632158	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-113629973-113629974--	chr8	113629973	113629974	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-116512769-116512770-+	chr8	116512769	116512770	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-126940743-126940744--	chrX	126940743	126940744	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-005321325-005321326-+	chr1	5321325	5321326	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-116612239-116612241-+	chr1	116612239	116612241	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-118030514-118030515-+	chr1	118030514	118030515	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-215163363-215163364-+	chr1	215163363	215163364	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-241889055-241889056-+	chr1	241889055	241889056	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-057101101-057101102--	chr10	57101101	57101102	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-110402679-110402680--	chr10	110402679	110402680	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-020989622-020989623--	chr11	20989622	20989623	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-029633377-029633378-+	chr11	29633377	29633378	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-041162938-041162939-+	chr11	41162938	41162939	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-126249651-126249652--	chr12	126249651	126249652	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-077216944-077216945-+	chr13	77216944	77216945	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr14-055422492-055422493-+	chr14	55422492	55422493	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-085328857-085328858--	chr15	85328857	85328858	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-087390567-087390568--	chr15	87390567	87390568	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-097073892-097073893--	chr15	97073892	97073893	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-098607110-098607112--	chr15	98607110	98607112	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-048740907-048740908--	chr16	48740907	48740908	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-062023966-062023967--	chr16	62023966	62023967	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-065595404-065595405-+	chr16	65595404	65595405	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr17-013405270-013405271--	chr17	13405270	13405271	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-053033167-053033168-+	chr18	53033167	53033168	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-066836123-066836124-+	chr18	66836123	66836124	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-075069193-075069194-+	chr18	75069193	75069194	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr19-030902007-030902008-+	chr19	30902007	30902008	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-002903130-002903131-+	chr2	2903130	2903131	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-022798677-022798678-+	chr2	22798677	22798678	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-059205481-059205482--	chr2	59205481	59205482	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-139752348-139752356--	chr2	139752348	139752356	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr21-021858688-021858689--	chr21	21858688	21858689	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr21-033605467-033605472--	chr21	33605467	33605472	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr22-018271398-018271411-+	chr22	18271398	18271411	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-076016271-076016272--	chr3	76016271	76016272	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-084738706-084738707-+	chr3	84738706	84738707	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-103097576-103097577--	chr3	103097576	103097577	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-018046515-018046516--	chr4	18046515	18046516	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-019660178-019660179-+	chr4	19660178	19660179	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-063278123-063278124--	chr4	63278123	63278124	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-105389954-105389959--	chr4	105389954	105389959	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-112966043-112966056-+	chr4	112966043	112966056	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-128164010-128164011--	chr4	128164010	128164011	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-143300669-143300670-+	chr4	143300669	143300670	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-163172624-163172625-+	chr4	163172624	163172625	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-163973760-163973761--	chr4	163973760	163973761	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-172917408-172917409--	chr4	172917408	172917409	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-177989202-177989203-+	chr4	177989202	177989203	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-050325671-050325683-+	chr5	50325671	50325683	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-164907373-164907374-+	chr5	164907373	164907374	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-174978614-174978615-+	chr5	174978614	174978615	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-058622835-058622836--	chr6	58622835	58622836	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-093044930-093044931-+	chr7	93044930	93044931	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-127503293-127503294-+	chr7	127503293	127503294	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-138382673-138382674--	chr7	138382673	138382674	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-147662516-147662517-+	chr7	147662516	147662517	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-154477525-154477526-+	chr7	154477525	154477526	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-050691449-050691450--	chr8	50691449	50691450	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-089978437-089978438--	chr8	89978437	89978438	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-110994101-110994104-+	chr8	110994101	110994104	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-112118054-112118055-+	chr8	112118054	112118055	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-114171255-114171256--	chr8	114171255	114171256	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-008825376-008825377-+	chr9	8825376	8825377	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-031124633-031124634-+	chr9	31124633	31124634	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-121583846-121583849-+	chr9	121583846	121583849	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-092510637-092510638-+	chrX	92510637	92510638	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-028775317-028775318--	chr11	28775317	28775318	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-097761442-097761448--	chr11	97761442	97761448	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-099600673-099600674--	chr12	99600673	99600674	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-082953103-082953104--	chr3	82953103	82953104	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-107978266-107978267-+	chr4	107978266	107978267	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-161250796-161250797--	chr4	161250796	161250797	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-023164092-023164093-+	chr7	23164092	23164093	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-089820287-089820288--	chr8	89820287	89820288	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-181917411-181917412-+	chr1	181917411	181917412	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-071715423-071715424--	chr18	71715423	71715424	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr18-073697947-073697948-+	chr18	73697947	73697948	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-014125911-014125917--	chr3	14125911	14125917	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-045328733-045328734--	chr3	45328733	45328734	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-074340809-074340810--	chr5	74340809	74340810	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-044957928-044957929--	chr6	44957928	44957929	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-025966167-025966168-+	chr1	25966167	25966168	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-080279041-080279042--	chr1	80279041	80279042	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-168140363-168140364-+	chr1	168140363	168140364	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-184950257-184950258-+	chr1	184950257	184950258	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-194753809-194753810-+	chr1	194753809	194753810	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-055988105-055988106--	chr10	55988105	55988106	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-005074196-005074197--	chr11	5074196	5074197	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-104584928-104584939--	chr11	104584928	104584939	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-112786631-112786632--	chr11	112786631	112786632	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-023491358-023491359-+	chr13	23491358	23491359	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-055756186-055756187-+	chr13	55756186	55756187	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-056762754-056762755-+	chr13	56762754	56762755	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-076767177-076767178-+	chr13	76767177	76767178	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-096352649-096352650-+	chr15	96352649	96352650	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-009768133-009768138-+	chr16	9768133	9768138	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-060475725-060475726--	chr2	60475725	60475726	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-116508421-116508422--	chr2	116508421	116508422	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-138428598-138428599--	chr2	138428598	138428599	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-181541400-181541401--	chr2	181541400	181541401	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-188471427-188471428-+	chr2	188471427	188471428	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-211810384-211810385-+	chr2	211810384	211810385	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr20-009433155-009433156--	chr20	9433155	9433156	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr21-027471094-027471103--	chr21	27471094	27471103	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-172926082-172926083-+	chr3	172926082	172926083	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-034860303-034860317--	chr4	34860303	34860317	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-020517182-020517183-+	chr5	20517182	20517183	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-030097633-030097634-+	chr5	30097633	30097634	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-081191097-081191098-+	chr5	81191097	81191098	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-108931049-108931050--	chr5	108931049	108931050	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-098146001-098146002--	chr6	98146001	98146002	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-164328201-164328202-+	chr6	164328201	164328202	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr7-108703167-108703168-unknown	chr7	108703167	108703168	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-098248542-098248543--	chr8	98248542	98248543	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-111993497-111993498-+	chr8	111993497	111993498	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-130627663-130627664-+	chr8	130627663	130627664	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-139990950-139990975-+	chr8	139990950	139990975	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-029060875-029060876-+	chr9	29060875	29060876	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-101941200-101941201-+	chr9	101941200	101941201	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-020822416-020822417--	chrX	20822416	20822417	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-015090556-015090557--	chr1	15090556	15090557	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-036115305-036115306--	chr1	36115305	36115306	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-154107854-154107855--	chr1	154107854	154107855	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-218267060-218267061--	chr1	218267060	218267061	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr10-108926947-108926948--	chr10	108926947	108926948	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-011668855-011668856-+	chr11	11668855	11668856	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr11-014114194-014114195-+	chr11	14114194	14114195	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-005627014-005627030-+	chr12	5627014	5627030	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-107652863-107652864-+	chr12	107652863	107652864	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-113046448-113046449--	chr12	113046448	113046449	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-076611125-076611126--	chr13	76611125	76611126	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-077114555-077114556-unknown	chr13	77114555	77114556	unknown	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr14-036967044-036967045--	chr14	36967044	36967045	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr14-097526284-097526285-+	chr14	97526284	97526285	+	hg19	L1HS	Prost-AdenoCA	1	high
